date,date_start,date_end,date_middle,sample_size,leader_party,leader_name,satisfaction_leader,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Sinn Féin,Mary Lou McDonald,No opinion,491,239,252,195,181,114,231,217,43,113,151,150,76,286,205,111,230,150,384,84,49,50,73,129,18,6,24,48,191,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fine Gael,Leo Varadkar,Satisfied,1579,812,767,394,568,617,723,745,110,549,396,388,246,1086,493,410,660,509,1464,281,57,44,345,631,51,18,131,91,312,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fine Gael,Leo Varadkar,Dissatisfied,1327,662,665,344,563,421,497,746,84,280,395,383,269,790,537,246,561,521,1126,216,99,103,280,98,24,23,374,191,338,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fine Gael,Leo Varadkar,No opinion,380,148,233,168,133,80,137,228,15,125,92,98,66,271,110,68,177,136,231,67,73,66,49,19,23,NA,42,24,223,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Labour,Brendan Howlin,Satisfied,1266,643,623,338,414,513,533,639,94,445,335,308,178,939,327,292,568,406,1151,228,56,50,249,390,59,14,160,85,309,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Labour,Brendan Howlin,Dissatisfied,1406,727,679,337,619,450,595,735,76,356,379,386,285,802,604,301,572,533,1178,209,118,106,284,241,27,21,293,183,356,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Labour,Brendan Howlin,No opinion,615,253,362,230,229,155,229,346,40,152,169,176,118,406,209,130,258,226,491,126,56,57,142,118,11,6,92,38,208,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fianna Fáil,Micheál Martin,Satisfied,1639,807,832,446,548,645,694,830,115,535,392,444,268,1148,491,377,806,457,1514,297,53,58,530,441,40,13,174,109,331,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fianna Fáil,Micheál Martin,Dissatisfied,1245,653,591,311,535,399,522,647,76,325,358,310,252,734,511,278,437,529,1016,164,125,103,102,244,44,13,313,162,366,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Fianna Fáil,Micheál Martin,No opinion,403,162,241,149,180,74,142,242,18,93,133,116,61,264,139,69,154,180,289,102,51,52,42,64,14,14,58,35,176,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Sinn Féin,Mary Lou McDonald,Satisfied,1460,727,734,427,613,421,606,767,87,495,310,412,243,1011,449,287,688,485,1320,303,78,46,236,298,27,17,451,121,311,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Sinn Féin,Mary Lou McDonald,Dissatisfied,1307,684,624,267,454,586,554,663,90,323,411,316,257,790,518,341,521,445,1110,170,80,117,330,351,44,2,56,155,368,NA,NA,NA,NA,NA,NA,NA
2018-12-18,2018-12-06,2018-12-18,2018-12-12,911,Sinn Féin,Mary Lou McDonald,No opinion,519,212,307,212,196,111,197,289,32,135,161,142,80,346,173,96,189,234,390,91,71,50,109,100,26,21,39,29,194,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fine Gael,Leo Varadkar,Satisfied,1260,598,662,345,474,442,602,556,102,431,307,271,251,869,391,291,550,419,1181,170,41,31,228,574,44,8,84,123,199,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fine Gael,Leo Varadkar,Dissatisfied,1704,857,847,381,691,632,602,996,107,409,493,512,289,1056,648,349,706,649,1460,295,89,112,402,106,32,6,426,272,460,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fine Gael,Leo Varadkar,No opinion,334,153,181,171,106,57,150,177,6,109,52,136,36,242,92,35,192,107,223,41,36,45,16,16,5,6,77,30,184,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Labour,Brendan Howlin,Satisfied,1259,568,691,341,435,483,569,558,132,458,287,304,210,813,447,298,572,390,1181,207,38,30,257,437,61,11,120,117,256,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Labour,Brendan Howlin,Dissatisfied,1493,821,673,372,610,511,545,887,62,384,444,400,266,971,523,296,579,618,1241,236,93,112,293,171,16,6,375,241,391,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Labour,Brendan Howlin,No opinion,545,219,326,182,226,137,240,284,20,107,121,216,101,383,161,82,296,166,441,63,36,45,96,88,4,2,92,67,196,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fianna Fáil,Micheál Martin,Satisfied,1384,716,669,308,454,622,539,713,132,451,342,350,241,898,486,329,653,402,1319,206,31,34,500,360,28,11,129,120,236,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fianna Fáil,Micheál Martin,Dissatisfied,1516,744,772,410,663,443,590,859,67,366,433,430,288,989,527,304,578,635,1250,253,101,109,123,243,45,8,410,251,437,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Fianna Fáil,Micheál Martin,No opinion,397,148,249,178,155,65,225,157,15,132,78,139,47,279,118,43,217,138,295,47,34,44,22,94,8,1,48,53,171,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Sinn Féin,Mary Lou McDonald,Satisfied,1333,717,616,373,512,448,487,768,79,466,307,332,228,928,406,251,600,483,1257,219,29,47,252,286,41,14,461,122,157,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Sinn Féin,Mary Lou McDonald,Dissatisfied,1425,664,761,299,569,557,587,726,112,376,389,387,272,884,541,336,616,473,1185,195,81,100,326,278,30,1,74,254,461,NA,NA,NA,NA,NA,NA,NA
2019-01-15,2019-01-04,2019-01-15,2019-01-09,907,Sinn Féin,Mary Lou McDonald,No opinion,540,227,313,224,190,125,280,235,24,107,156,201,76,356,184,90,231,219,421,92,57,40,68,133,10,5,51,48,225,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fine Gael,Leo Varadkar,Satisfied,1287,698,589,312,447,528,597,576,113,403,358,330,196,855,432,265,545,476,1199,184,53,35,234,601,37,18,109,106,181,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fine Gael,Leo Varadkar,Dissatisfied,1657,736,920,452,674,531,616,953,88,438,456,446,318,1076,580,343,755,559,1398,286,113,108,319,101,55,17,388,294,483,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fine Gael,Leo Varadkar,No opinion,354,144,211,124,165,65,162,170,22,90,64,117,83,222,132,78,159,118,219,36,67,65,28,32,5,NA,44,38,207,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Labour,Brendan Howlin,Satisfied,1291,653,638,349,386,556,576,598,117,393,320,351,227,867,424,251,604,436,1215,183,32,29,281,381,74,23,188,142,202,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Labour,Brendan Howlin,Dissatisfied,1419,685,733,346,664,409,521,821,76,407,410,346,257,944,474,343,543,532,1157,247,133,111,209,241,14,6,294,223,432,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Labour,Brendan Howlin,No opinion,588,239,349,193,236,159,277,280,30,130,148,196,114,343,245,91,311,185,444,76,68,68,91,112,9,5,59,74,237,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fianna Fáil,Micheál Martin,Satisfied,1427,721,706,385,442,599,660,661,106,414,429,351,233,962,465,325,657,445,1351,208,23,38,455,384,42,22,164,159,201,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fianna Fáil,Micheál Martin,Dissatisfied,1445,716,729,340,678,427,544,803,99,382,349,421,293,927,518,290,589,566,1173,240,138,118,96,274,43,13,319,234,466,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Fianna Fáil,Micheál Martin,No opinion,426,141,285,162,166,98,171,237,18,135,100,121,71,265,161,70,213,143,292,57,72,52,29,76,11,NA,59,46,204,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Sinn Féin,Mary Lou McDonald,Satisfied,1292,649,643,430,445,417,555,628,108,402,265,399,225,887,405,258,625,409,1191,205,53,44,237,259,33,20,425,135,183,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Sinn Féin,Mary Lou McDonald,Dissatisfied,1486,697,788,280,646,560,606,791,89,398,472,338,278,980,505,326,591,569,1252,238,115,101,288,372,34,14,89,252,437,NA,NA,NA,NA,NA,NA,NA
2019-02-12,2019-01-31,2019-02-12,2019-02-06,910,Sinn Féin,Mary Lou McDonald,No opinion,521,232,288,178,195,148,213,281,26,131,140,156,94,286,234,102,242,177,372,63,64,63,56,103,29,NA,28,52,252,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fine Gael,Leo Varadkar,Satisfied,1319,660,660,326,475,518,630,578,111,433,320,288,278,870,449,262,544,514,1261,195,43,11,216,654,32,30,103,66,220,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fine Gael,Leo Varadkar,Dissatisfied,1730,831,900,428,776,526,660,972,98,418,502,534,277,1137,594,394,714,622,1506,227,99,101,309,117,64,36,405,316,484,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fine Gael,Leo Varadkar,No opinion,259,95,164,135,49,75,112,139,8,72,60,75,52,151,107,81,99,78,190,56,30,21,36,16,5,NA,46,30,125,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Labour,Brendan Howlin,Satisfied,1309,680,629,303,412,594,486,695,128,359,402,313,234,766,543,336,460,513,1230,202,39,31,281,455,81,31,141,90,230,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Labour,Brendan Howlin,Dissatisfied,1431,679,753,362,665,404,622,742,67,429,338,393,271,1022,409,304,581,547,1238,156,89,77,192,217,12,19,328,270,394,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Labour,Brendan Howlin,No opinion,568,227,341,225,222,120,293,252,22,135,141,191,101,370,199,97,317,154,489,121,43,26,89,115,8,15,85,51,205,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fianna Fáil,Micheál Martin,Satisfied,1436,718,717,352,463,621,603,702,130,355,488,331,261,898,537,338,608,490,1357,191,45,29,455,408,23,23,158,93,276,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fianna Fáil,Micheál Martin,Dissatisfied,1516,727,789,365,714,437,621,813,82,439,303,472,303,1014,502,324,575,617,1302,204,96,86,93,285,64,32,354,289,400,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Fianna Fáil,Micheál Martin,No opinion,357,140,217,173,124,60,178,174,5,129,90,94,43,245,111,75,175,107,297,83,30,18,14,94,15,10,43,29,153,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Sinn Féin,Mary Lou McDonald,Satisfied,1278,653,625,440,454,383,496,699,83,335,365,377,202,818,460,289,459,530,1190,226,32,48,210,252,17,25,430,126,217,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Sinn Féin,Mary Lou McDonald,Dissatisfied,1583,743,841,299,672,613,697,785,102,477,383,402,321,1084,499,333,720,530,1375,164,110,67,278,414,67,33,104,237,452,NA,NA,NA,NA,NA,NA,NA
2019-03-12,2019-02-28,2019-03-12,2019-03-06,930,Sinn Féin,Mary Lou McDonald,No opinion,447,190,257,150,174,123,209,206,32,111,133,118,85,256,191,115,177,154,392,88,29,18,73,122,17,8,20,48,159,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fine Gael,Leo Varadkar,Satisfied,1480,744,736,386,498,597,680,671,130,490,360,385,245,1006,474,322,663,496,1377,244,51,11,316,634,49,31,107,109,234,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fine Gael,Leo Varadkar,Dissatisfied,1492,744,748,370,649,473,522,890,80,328,437,429,299,907,585,338,576,578,1278,152,75,105,374,87,48,6,371,240,366,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fine Gael,Leo Varadkar,No opinion,351,159,192,170,108,73,155,183,13,99,95,110,47,248,103,64,177,110,249,67,43,39,29,24,28,6,41,44,180,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Labour,Brendan Howlin,Satisfied,1278,617,660,367,381,529,521,651,105,317,382,397,182,804,474,308,482,487,1156,168,73,9,341,430,86,NA,139,85,197,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Labour,Brendan Howlin,Dissatisfied,1454,770,684,334,663,456,570,799,84,457,366,372,258,999,455,310,617,526,1261,180,60,96,293,189,26,20,302,244,379,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Labour,Brendan Howlin,No opinion,592,260,332,225,211,157,266,293,34,143,144,154,151,358,234,105,317,170,488,114,37,49,84,126,13,23,77,65,204,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fianna Fáil,Micheál Martin,Satisfied,1510,745,765,377,522,611,640,754,116,389,379,468,275,1006,504,348,651,512,1411,211,44,12,573,432,29,17,134,92,233,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fianna Fáil,Micheál Martin,Dissatisfied,1400,692,708,347,604,449,507,801,91,406,418,356,221,891,509,288,575,537,1172,171,86,100,132,201,79,15,337,258,378,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Fianna Fáil,Micheál Martin,No opinion,413,210,203,202,129,83,209,188,16,122,96,100,95,264,149,88,189,136,321,81,39,43,14,112,17,11,48,43,168,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Sinn Féin,Mary Lou McDonald,Satisfied,1274,586,688,348,484,441,504,694,76,381,284,398,212,858,416,326,505,442,1161,154,62,9,260,274,19,10,423,73,216,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Sinn Féin,Mary Lou McDonald,Dissatisfied,1572,831,741,353,628,592,665,788,119,418,484,378,292,998,574,298,668,606,1366,194,61,105,391,366,80,18,70,265,383,NA,NA,NA,NA,NA,NA,NA
2019-04-16,2019-04-04,2019-04-16,2019-04-10,933,Sinn Féin,Mary Lou McDonald,No opinion,477,230,247,225,143,110,188,261,28,118,125,148,87,304,173,99,243,136,378,115,47,41,68,106,26,16,26,56,180,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fine Gael,Leo Varadkar,Satisfied,1405,669,736,367,493,545,622,701,81,527,337,323,219,955,450,270,599,535,1298,234,36,62,222,604,70,44,132,105,229,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fine Gael,Leo Varadkar,Dissatisfied,1566,829,737,420,635,510,592,862,112,349,467,452,298,1008,558,347,675,544,1338,200,78,123,425,82,32,28,371,273,355,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fine Gael,Leo Varadkar,No opinion,362,156,207,143,139,80,148,192,23,91,95,104,73,236,126,93,175,94,255,39,22,66,48,30,17,13,50,37,168,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Labour,Brendan Howlin,Satisfied,1262,672,590,358,387,517,508,669,85,409,303,341,209,817,445,257,533,472,1159,167,34,60,283,377,88,47,139,123,206,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Labour,Brendan Howlin,Dissatisfied,1451,723,728,352,640,458,570,781,100,396,410,373,271,973,478,337,608,506,1231,185,68,113,306,210,20,20,315,223,357,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Labour,Brendan Howlin,No opinion,620,257,363,221,240,160,284,305,31,161,185,164,110,409,211,115,308,197,500,121,33,79,105,129,11,18,99,69,189,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fianna Fáil,Micheál Martin,Satisfied,1586,792,795,416,531,640,674,807,104,516,414,399,258,1036,550,360,660,566,1491,219,26,57,534,392,51,38,166,147,259,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fianna Fáil,Micheál Martin,Dissatisfied,1317,674,642,350,564,403,487,740,90,318,370,374,255,865,451,267,579,471,1087,171,74,125,129,240,40,29,313,237,329,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Fianna Fáil,Micheál Martin,No opinion,430,187,243,165,172,92,200,208,21,132,115,105,78,298,132,83,210,137,312,83,36,69,32,83,28,19,73,31,164,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Sinn Féin,Mary Lou McDonald,Satisfied,1287,636,651,413,482,392,480,740,67,441,272,362,213,914,374,251,529,507,1174,185,47,52,230,242,30,28,416,120,222,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Sinn Féin,Mary Lou McDonald,Dissatisfied,1563,776,787,314,636,613,661,799,103,410,494,392,266,992,570,339,697,527,1344,224,64,121,333,393,78,50,91,266,352,NA,NA,NA,NA,NA,NA,NA
2019-05-14,2019-05-02,2019-05-14,2019-05-08,933,Sinn Féin,Mary Lou McDonald,No opinion,483,241,242,203,150,130,222,216,46,115,133,124,111,293,190,120,224,139,371,64,25,78,132,81,10,8,46,28,178,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fine Gael,Leo Varadkar,Satisfied,1305,632,673,318,485,502,614,585,106,405,328,327,246,869,436,272,576,456,1220,155,49,28,222,498,50,107,75,142,211,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fine Gael,Leo Varadkar,Dissatisfied,1612,850,763,401,662,549,621,895,97,474,421,444,274,1017,596,296,707,610,1403,228,89,110,423,59,50,112,231,373,365,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fine Gael,Leo Varadkar,No opinion,390,161,229,206,114,70,162,213,16,73,115,114,88,271,119,98,188,105,265,69,55,36,68,6,4,21,30,75,186,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Labour,Brendan Howlin,Satisfied,1291,620,671,302,504,486,571,614,106,374,344,366,207,821,470,216,509,567,1152,167,65,66,308,318,77,87,110,165,226,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Labour,Brendan Howlin,Dissatisfied,1418,781,637,354,563,501,538,796,83,423,373,350,272,926,492,328,614,475,1245,185,83,73,310,174,23,95,169,302,345,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Labour,Brendan Howlin,No opinion,599,241,358,270,195,134,287,283,29,155,146,168,129,409,190,121,348,129,490,101,45,34,94,71,4,57,58,124,190,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fianna Fáil,Micheál Martin,Satisfied,1524,749,775,350,574,600,617,771,137,400,430,420,274,946,578,325,627,572,1387,185,64,63,548,334,47,92,82,164,258,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fianna Fáil,Micheál Martin,Dissatisfied,1374,733,641,370,547,457,550,746,78,418,319,382,254,901,473,260,626,488,1187,207,87,80,118,195,51,97,229,319,364,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Fianna Fáil,Micheál Martin,No opinion,409,160,249,205,140,64,229,176,3,133,113,83,80,309,100,80,218,111,314,61,42,31,47,34,5,50,26,108,139,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Sinn Féin,Mary Lou McDonald,Satisfied,1051,492,559,310,452,288,405,562,84,310,185,351,206,632,419,178,432,441,885,138,93,66,200,185,22,48,265,101,231,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Sinn Féin,Mary Lou McDonald,Dissatisfied,1748,969,778,401,681,666,740,892,115,496,555,391,305,1165,583,406,744,598,1586,253,70,68,407,319,77,150,56,352,387,NA,NA,NA,NA,NA,NA,NA
2019-06-11,2019-05-31,2019-06-11,2019-06-05,900,Sinn Féin,Mary Lou McDonald,No opinion,509,181,328,214,128,166,252,238,19,146,123,143,97,359,150,82,295,132,417,61,30,39,106,59,5,41,17,138,143,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fine Gael,Leo Varadkar,Satisfied,1363,692,672,402,451,511,623,640,101,433,338,326,266,941,423,311,587,464,1274,207,49,15,247,533,68,79,95,123,218,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fine Gael,Leo Varadkar,Dissatisfied,1544,712,831,346,685,513,617,823,104,373,473,433,265,940,604,315,679,549,1310,207,80,144,421,79,55,84,230,295,379,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fine Gael,Leo Varadkar,No opinion,389,186,203,181,105,103,142,229,19,119,102,120,48,262,128,91,159,139,265,69,36,66,50,16,13,23,52,43,192,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Labour,Brendan Howlin,Satisfied,1360,693,667,333,464,563,587,669,104,408,335,392,226,885,475,296,574,490,1298,138,29,NA,338,389,85,64,139,166,179,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Labour,Brendan Howlin,Dissatisfied,1369,638,730,344,585,440,571,721,77,371,416,334,247,921,448,274,579,516,1110,252,82,166,296,155,44,73,184,234,383,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Labour,Brendan Howlin,No opinion,567,259,308,251,191,125,224,301,42,146,162,153,106,336,232,148,272,147,441,94,53,58,85,84,7,49,54,61,228,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fianna Fáil,Micheál Martin,Satisfied,1630,813,818,405,542,684,676,852,102,425,422,493,291,1009,621,386,669,575,1560,228,33,5,583,355,65,81,145,175,225,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fianna Fáil,Micheál Martin,Dissatisfied,1254,567,687,321,578,355,527,641,86,359,387,285,223,861,393,240,547,468,1015,188,79,153,112,205,48,73,193,250,372,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Fianna Fáil,Micheál Martin,No opinion,412,211,201,203,120,89,179,198,35,141,104,101,66,272,140,92,210,110,274,68,53,66,24,67,23,32,38,35,193,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Sinn Féin,Mary Lou McDonald,Satisfied,1197,559,638,368,418,411,456,698,43,331,271,406,189,810,387,222,521,453,1116,185,29,19,271,199,38,37,288,150,214,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Sinn Féin,Mary Lou McDonald,Dissatisfied,1585,777,808,354,671,560,704,756,125,436,513,359,278,990,595,381,646,558,1337,205,94,142,352,342,80,112,71,254,375,NA,NA,NA,NA,NA,NA,NA
2019-07-16,2019-07-04,2019-07-16,2019-07-10,902,Sinn Féin,Mary Lou McDonald,No opinion,514,254,260,207,151,157,222,237,54,157,129,115,113,342,172,114,259,141,396,93,42,64,96,87,18,36,19,57,201,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Fine Gael,Leo Varadkar,Satisfied,1341,650,691,369,454,518,663,588,90,418,296,390,238,866,476,291,592,458,1285,250,24,27,298,561,36,48,113,73,212,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Fine Gael,Leo Varadkar,Dissatisfied,1600,812,788,352,695,553,554,938,108,449,484,365,302,1058,542,375,649,576,1401,252,86,96,385,89,15,42,387,282,400,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Fine Gael,Leo Varadkar,No opinion,405,174,231,213,134,58,164,215,26,108,130,123,45,290,115,68,204,132,239,56,41,85,51,32,8,8,65,36,204,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Labour,Brendan Howlin,Satisfied,1318,660,658,345,440,533,593,615,110,344,304,416,255,798,521,320,580,418,1224,222,42,33,371,385,41,27,140,126,227,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Labour,Brendan Howlin,Dissatisfied,1403,723,680,350,617,437,530,817,56,484,397,293,229,1001,402,284,557,562,1216,232,64,104,266,181,15,43,370,203,326,NA,NA,NA,NA,NA,NA,NA
2019-09-17,2019-09-05,2019-09-17,2019-09-11,929,Labour,Brendan Howlin,No opinion,625,253,371,240,226,158,259,309,57,146,210,168,101,415,210,130,307,187,485,104,44,71,97,116,4,27,56,61,264,NA,NA,NA,NA,NA,NA,NA
